,child_name,same_num_trials,Trials_onset,Trials_offset,Looks_ordinal,Looks_onset,Looks_offset,Looks_direction,trial_length,lookit_onset,lookit_offset,lookit_trial_length,lookit_trial_length_diff,lookit_onset_diff,lookit_offset_diff,ID.session,Looks.ordinal,Looks.onset,Looks.offset,Looks.direction,Trials.ordinal,Trials.onset,Trials.offset,Trials.x,Unnamed: 16
9,dKQE5W,False,,,,,,,20333.0,198292.0,235656.0,37364.0,17031.0,-76032.0,-59001.0,,9.0,139095.0,146880.0,off,9.0,274324.0,294657.0,t,
10,dKQE5W,False,,,,,,,13049.0,238275.0,272060.0,33785.0,20736.0,-57993.0,-37257.0,,10.0,153882.0,158468.0,off,10.0,296268.0,309317.0,t,
11,dKQE5W,False,,,,,,,9330.0,274359.00000000006,294053.0,19693.99999999994,10363.999999999942,-36506.99999999994,-26143.0,,11.0,160886.0,163767.0,off,11.0,310866.0,320196.0,t,
12,dKQE5W,False,,,,,,,34721.0,296045.0,308374.0,12329.0,-22392.0,-36920.0,-59312.0,,12.0,171582.0,178121.0,off,12.0,332965.0,367686.0,t,
13,dKQE5W,False,,,,,,,33544.0,310555.0,319414.00000000006,8859.000000000058,-24684.99999999994,-58462.0,-83146.99999999994,,13.0,189449.0,193963.0,off,13.0,369017.0,402561.0,t,
1,JYVEQP,False,5576.0,38419.0,2.0,5576.0,38419.0,y,32843.0,43135.00000000001,88228.00000000001,45093.00000000001,12250.000000000007,37559.00000000001,49809.000000000015,,,,,,,,,,
2,JYVEQP,False,38420.0,90133.0,3.0,38420.0,90133.0,y,51713.0,94817.0,132764.0,37947.0,-13766.0,56397.0,42631.0,,,,,,,,,,
4,JYVEQP,False,93806.0,135081.0,5.0,93806.0,125017.0,y,41275.0,195111.00000000003,226138.0,31026.99999999997,-10248.00000000003,101305.00000000003,91057.0,,,,,,,,,,
5,JYVEQP,False,93806.0,135081.0,6.0,125018.0,126445.0,n,41275.0,229584.0,274670.0,45086.0,3811.0,135778.0,139589.0,,,,,,,,,,
6,JYVEQP,False,93806.0,135081.0,7.0,126446.0,135081.0,y,41275.0,282991.00000000006,315446.0,32454.99999999994,-8820.000000000058,189185.00000000006,180365.0,,,,,,,,,,
7,JYVEQP,False,135082.0,185265.0,8.0,135082.0,170339.0,y,50183.0,320989.00000000006,366109.00000000006,45120.0,-5063.0,185907.00000000006,180844.00000000006,,,,,,,,,,
8,JYVEQP,False,135082.0,185265.0,9.0,170340.0,172039.0,n,50183.0,392863.0,422681.00000000006,29818.00000000006,-20364.99999999994,257781.0,237416.00000000006,,,,,,,,,,
9,JYVEQP,False,135082.0,185265.0,10.0,172040.0,185265.0,y,50183.0,425634.0,470708.0,45074.0,-5109.0,290552.0,285443.0,,,,,,,,,,
11,JYVEQP,False,194854.0,229159.0,12.0,194854.0,226337.0,y,34305.0,516427.0,561523.0,45096.0,10791.0,321573.0,332364.0,,,,,,,,,,
12,JYVEQP,False,194854.0,229159.0,13.0,226338.0,227289.0,n,34305.0,,,,,,,,,,,,,,,,
13,JYVEQP,False,194854.0,229159.0,14.0,227290.0,229159.0,y,34305.0,,,,,,,,,,,,,,,,
14,JYVEQP,False,229160.0,276487.0,15.0,229160.0,275841.0,y,47327.0,,,,,,,,,,,,,,,,
15,JYVEQP,False,229160.0,276487.0,16.0,275842.0,276487.0,n,47327.0,,,,,,,,,,,,,,,,
17,JYVEQP,False,280194.0,317220.0,18.0,280194.0,317220.0,y,37026.0,,,,,,,,,,,,,,,,
18,JYVEQP,False,317221.0,369443.0,19.0,317221.0,362779.0,y,52222.0,,,,,,,,,,,,,,,,
19,JYVEQP,False,317221.0,369443.0,20.0,362780.0,365567.0,n,52222.0,,,,,,,,,,,,,,,,
20,JYVEQP,False,317221.0,369443.0,21.0,365568.0,369443.0,y,52222.0,,,,,,,,,,,,,,,,
24,JYVEQP,False,393278.0,426393.0,25.0,393278.0,406129.0,y,33115.0,,,,,,,,,,,,,,,,
25,JYVEQP,False,393278.0,426393.0,26.0,406130.0,407183.0,n,33115.0,,,,,,,,,,,,,,,,
26,JYVEQP,False,393278.0,426393.0,27.0,407184.0,426393.0,y,33115.0,,,,,,,,,,,,,,,,
31,JYVEQP,False,475966.0,515711.0,32.0,475966.0,487831.0,y,39745.0,,,,,,,,,,,,,,,,
32,JYVEQP,False,475966.0,515711.0,33.0,487832.0,490551.0,n,39745.0,,,,,,,,,,,,,,,,
33,JYVEQP,False,475966.0,515711.0,34.0,490552.0,501193.0,y,39745.0,,,,,,,,,,,,,,,,
34,JYVEQP,False,475966.0,515711.0,35.0,501194.0,502621.0,n,39745.0,,,,,,,,,,,,,,,,
35,JYVEQP,False,475966.0,515711.0,36.0,502622.0,512889.0,y,39745.0,,,,,,,,,,,,,,,,
36,JYVEQP,False,475966.0,515711.0,37.0,512890.0,515643.0,n,39745.0,,,,,,,,,,,,,,,,
37,JYVEQP,False,475966.0,515711.0,38.0,515644.0,515711.0,y,39745.0,,,,,,,,,,,,,,,,
38,JYVEQP,False,515712.0,561561.0,39.0,515712.0,526693.0,y,45849.0,,,,,,,,,,,,,,,,
39,JYVEQP,False,515712.0,561561.0,40.0,526694.0,528291.0,n,45849.0,,,,,,,,,,,,,,,,
40,JYVEQP,False,515712.0,561561.0,41.0,528292.0,529787.0,y,45849.0,,,,,,,,,,,,,,,,
41,JYVEQP,False,515712.0,561561.0,42.0,529788.0,532473.0,n,45849.0,,,,,,,,,,,,,,,,
42,JYVEQP,False,515712.0,561561.0,43.0,532474.0,541381.0,y,45849.0,,,,,,,,,,,,,,,,
43,JYVEQP,False,515712.0,561561.0,44.0,541382.0,547297.0,n,45849.0,,,,,,,,,,,,,,,,
44,JYVEQP,False,515712.0,561561.0,45.0,547298.0,550867.0,y,45849.0,,,,,,,,,,,,,,,,
45,JYVEQP,False,515712.0,561561.0,46.0,550868.0,556035.0,n,45849.0,,,,,,,,,,,,,,,,
46,JYVEQP,False,515712.0,561561.0,47.0,556036.0,560319.0,y,45849.0,,,,,,,,,,,,,,,,
47,JYVEQP,False,515712.0,561561.0,48.0,560320.0,561561.0,n,45849.0,,,,,,,,,,,,,,,,
0,UGRXDL,False,,,,,,,33728.0,5937.0,38368.0,32431.0,-1297.0,233.0,-1064.0,1.0,0.0,52142.0,53258.0,off,0.0,5704.0,39432.0,f,
1,UGRXDL,False,,,,,,,46120.0,41285.00000000001,86316.0,45030.99999999999,-1089.0000000000073,923.0000000000073,-166.0,,1.0,58404.0,67890.0,off,1.0,40362.0,86482.0,t,
2,UGRXDL,False,,,,,,,31674.0,91642.00000000001,122624.00000000001,30982.0,-692.0,626.0000000000146,-65.99999999998545,,2.0,70742.0,76446.0,off,2.0,91016.0,122690.0,f,
3,UGRXDL,False,,,,,,,46810.0,125126.0,170157.0,45031.0,-1779.0,754.0,-1025.0,,3.0,78616.0,80786.0,off,3.0,124372.0,171182.0,t,
4,UGRXDL,False,,,,,,,38494.0,188280.0,226198.0,37918.0,-576.0,420.0,-156.0,,4.0,81778.0,84754.0,off,4.0,187860.0,226354.0,f,
5,UGRXDL,False,,,,,,,46492.0,229013.0,274047.0,45034.0,-1458.0,1287.0,-171.0,,5.0,85436.0,86482.0,off,5.0,227726.0,274218.0,t,
6,UGRXDL,False,,,,,,,30132.0,279147.0,308937.0,29790.0,-342.0,271.0,-71.0,,6.0,97898.0,99138.0,off,6.0,278876.0,309008.0,f,
7,UGRXDL,False,,,,,,,31496.0,311627.0,341020.00000000006,29393.00000000006,-2102.999999999942,883.0,-1219.9999999999418,,7.0,103292.0,108314.0,off,7.0,310744.0,342240.0,t,
8,UGRXDL,False,,,,,,,152954.0,347199.0,363849.00000000006,16650.00000000006,-136303.99999999994,-2977.0,-139280.99999999994,,8.0,109554.0,115010.0,off,8.0,350176.0,503130.0,f,
0,6QVVRP,False,,,,,,,45798.0,5742.0,50985.00000000001,45243.00000000001,-554.9999999999927,200.0,-354.9999999999927,1.0,0.0,176528.0,178568.0,off,0.0,5542.0,51340.0,f,
1,6QVVRP,False,,,,,,,46036.0,56312.00000000001,101505.00000000001,45193.00000000001,-842.9999999999927,416.0000000000073,-426.99999999998545,,1.0,187136.0,188564.0,off,1.0,55896.0,101932.0,f,
2,6QVVRP,False,,,,,,,45968.0,106590.0,151707.00000000003,45117.00000000003,-850.9999999999709,102.0,-748.9999999999709,,2.0,227664.0,228990.0,off,2.0,106488.0,152456.0,f,
3,6QVVRP,False,,,,,,,46002.0,156747.0,202045.00000000003,45298.00000000003,-703.9999999999709,245.0,-458.9999999999709,,3.0,237218.0,239054.0,off,3.0,156502.0,202504.0,f,
4,6QVVRP,False,,,,,,,45866.0,207298.0,252517.00000000003,45219.00000000003,-646.9999999999709,272.0,-374.9999999999709,,4.0,241502.0,243304.0,off,4.0,207026.0,252892.0,f,
5,6QVVRP,False,,,,,,,46070.0,257575.0,302650.00000000006,45075.00000000006,-994.9999999999418,229.0,-765.9999999999418,,5.0,243834.0,245854.0,off,5.0,257346.0,303416.0,f,
6,6QVVRP,False,,,,,,,45798.0,307980.0,353199.0,45219.0,-579.0,246.0,-333.0,,6.0,264010.0,264996.0,off,6.0,307734.0,353532.0,f,
7,6QVVRP,False,,,,,,,23222.0,358160.0,380651.0,22491.0,-731.0,106.0,-625.0,,7.0,266424.0,269178.0,off,7.0,358054.0,381276.0,f,
8,6QVVRP,False,,,,,,,40936.0,383708.0,422749.0,39041.0,-1895.0,1038.0,-857.0,,8.0,290564.0,292060.0,off,8.0,382670.0,423606.0,t,
9,6QVVRP,False,,,,,,,20760.0,425272.00000000006,444749.0,19476.99999999994,-1283.0000000000582,816.0000000000582,-467.0,,9.0,298554.0,299982.0,off,9.0,424456.0,445216.0,t,
10,6QVVRP,False,,,,,,,28390.0,447019.0,459664.00000000006,12645.000000000058,-15744.999999999942,123.0,-15621.999999999942,,10.0,317628.0,319838.0,off,10.0,446896.0,475286.0,t,
1,GScUXA,False,7656.0,41876.0,2.0,7656.0,41876.0,y,34220.0,43803.00000000001,88847.00000000001,45044.00000000001,10824.000000000007,36147.00000000001,46971.000000000015,,,,,,,,,,
2,GScUXA,False,41877.0,89759.0,3.0,41877.0,62501.0,y,47882.0,95888.0,133832.00000000003,37944.00000000003,-9937.99999999997,54011.0,44073.00000000003,,,,,,,,,,
3,GScUXA,False,41877.0,89759.0,4.0,62502.0,70520.0,n,47882.0,137340.0,182382.0,45042.0,-2840.0,95463.0,92623.0,,,,,,,,,,
4,GScUXA,False,41877.0,89759.0,5.0,70521.0,73094.0,y,47882.0,195918.0,228100.00000000003,32182.00000000003,-15699.99999999997,154041.0,138341.00000000003,,,,,,,,,,
5,GScUXA,False,41877.0,89759.0,6.0,73095.0,83489.0,n,47882.0,231998.00000000003,277030.00000000006,45032.00000000003,-2849.999999999971,190121.00000000003,187271.00000000006,,,,,,,,,,
6,GScUXA,False,41877.0,89759.0,7.0,83490.0,89759.0,y,47882.0,282650.00000000006,315103.0,32452.99999999994,-15429.000000000058,240773.00000000006,225344.0,,,,,,,,,,
9,GScUXA,False,93852.0,135590.0,10.0,93852.0,105797.0,y,41738.0,414038.0,459086.0,45048.0,3310.0,320186.0,323496.0,,,,,,,,,,
10,GScUXA,False,93852.0,135590.0,11.0,105798.0,110780.0,n,41738.0,464002.0,501942.0,37940.0,-3798.0,370150.0,366352.0,,,,,,,,,,
11,GScUXA,False,93852.0,135590.0,12.0,110781.0,118568.0,y,41738.0,504487.0,549524.0,45037.0,3299.0,410635.0,413934.0,,,,,,,,,,
12,GScUXA,False,93852.0,135590.0,13.0,118569.0,123452.0,n,41738.0,,,,,,,,,,,,,,,,
13,GScUXA,False,93852.0,135590.0,14.0,123453.0,134342.0,y,41738.0,,,,,,,,,,,,,,,,
14,GScUXA,False,93852.0,135590.0,15.0,134343.0,135590.0,n,41738.0,,,,,,,,,,,,,,,,
15,GScUXA,False,135591.0,186284.0,16.0,135591.0,148235.0,y,50693.0,,,,,,,,,,,,,,,,
16,GScUXA,False,135591.0,186284.0,17.0,148236.0,153383.0,n,50693.0,,,,,,,,,,,,,,,,
17,GScUXA,False,135591.0,186284.0,18.0,153384.0,159587.0,y,50693.0,,,,,,,,,,,,,,,,
18,GScUXA,False,135591.0,186284.0,19.0,159588.0,164372.0,n,50693.0,,,,,,,,,,,,,,,,
19,GScUXA,False,135591.0,186284.0,20.0,164373.0,173645.0,y,50693.0,,,,,,,,,,,,,,,,
20,GScUXA,False,135591.0,186284.0,21.0,173646.0,177242.0,n,50693.0,,,,,,,,,,,,,,,,
21,GScUXA,False,135591.0,186284.0,22.0,177243.0,181004.0,y,50693.0,,,,,,,,,,,,,,,,
22,GScUXA,False,135591.0,186284.0,23.0,181005.0,183248.0,n,50693.0,,,,,,,,,,,,,,,,
23,GScUXA,False,135591.0,186284.0,24.0,183249.0,186284.0,y,50693.0,,,,,,,,,,,,,,,,
25,GScUXA,False,195921.0,229613.0,26.0,195921.0,224894.0,y,33692.0,,,,,,,,,,,,,,,,
26,GScUXA,False,195921.0,229613.0,27.0,224895.0,228425.0,n,33692.0,,,,,,,,,,,,,,,,
27,GScUXA,False,195921.0,229613.0,28.0,228426.0,229613.0,y,33692.0,,,,,,,,,,,,,,,,
28,GScUXA,False,229614.0,277892.0,29.0,229614.0,236992.0,y,48278.0,,,,,,,,,,,,,,,,
29,GScUXA,False,229614.0,277892.0,30.0,236993.0,241394.0,n,48278.0,,,,,,,,,,,,,,,,
30,GScUXA,False,229614.0,277892.0,31.0,241395.0,246773.0,y,48278.0,,,,,,,,,,,,,,,,
31,GScUXA,False,229614.0,277892.0,32.0,246774.0,247862.0,n,48278.0,,,,,,,,,,,,,,,,
32,GScUXA,False,229614.0,277892.0,33.0,247863.0,252977.0,y,48278.0,,,,,,,,,,,,,,,,
33,GScUXA,False,229614.0,277892.0,34.0,252978.0,254099.0,n,48278.0,,,,,,,,,,,,,,,,
34,GScUXA,False,229614.0,277892.0,35.0,254100.0,256211.0,y,48278.0,,,,,,,,,,,,,,,,
35,GScUXA,False,229614.0,277892.0,36.0,256212.0,263801.0,n,48278.0,,,,,,,,,,,,,,,,
36,GScUXA,False,229614.0,277892.0,37.0,263802.0,266177.0,y,48278.0,,,,,,,,,,,,,,,,
37,GScUXA,False,229614.0,277892.0,38.0,266178.0,267596.0,n,48278.0,,,,,,,,,,,,,,,,
38,GScUXA,False,229614.0,277892.0,39.0,267597.0,271028.0,y,48278.0,,,,,,,,,,,,,,,,
39,GScUXA,False,229614.0,277892.0,40.0,271029.0,273107.0,n,48278.0,,,,,,,,,,,,,,,,
40,GScUXA,False,229614.0,277892.0,41.0,273108.0,274097.0,y,48278.0,,,,,,,,,,,,,,,,
41,GScUXA,False,229614.0,277892.0,42.0,274098.0,275384.0,n,48278.0,,,,,,,,,,,,,,,,
42,GScUXA,False,229614.0,277892.0,43.0,275385.0,277496.0,y,48278.0,,,,,,,,,,,,,,,,
43,GScUXA,False,229614.0,277892.0,44.0,277497.0,277892.0,n,48278.0,,,,,,,,,,,,,,,,
45,GScUXA,False,282348.0,316860.0,46.0,282348.0,316860.0,y,34512.0,,,,,,,,,,,,,,,,
46,GScUXA,False,316861.0,365673.0,47.0,316861.0,326369.0,y,48812.0,,,,,,,,,,,,,,,,
47,GScUXA,False,316861.0,365673.0,48.0,326370.0,329636.0,n,48812.0,,,,,,,,,,,,,,,,
48,GScUXA,False,316861.0,365673.0,49.0,329637.0,337523.0,y,48812.0,,,,,,,,,,,,,,,,
49,GScUXA,False,316861.0,365673.0,50.0,337524.0,339404.0,n,48812.0,,,,,,,,,,,,,,,,
50,GScUXA,False,316861.0,365673.0,51.0,339405.0,348677.0,y,48812.0,,,,,,,,,,,,,,,,
51,GScUXA,False,316861.0,365673.0,52.0,348678.0,353033.0,n,48812.0,,,,,,,,,,,,,,,,
52,GScUXA,False,316861.0,365673.0,53.0,353034.0,355772.0,y,48812.0,,,,,,,,,,,,,,,,
53,GScUXA,False,316861.0,365673.0,54.0,355773.0,356927.0,n,48812.0,,,,,,,,,,,,,,,,
54,GScUXA,False,316861.0,365673.0,55.0,356928.0,358280.0,y,48812.0,,,,,,,,,,,,,,,,
55,GScUXA,False,316861.0,365673.0,56.0,358281.0,364946.0,n,48812.0,,,,,,,,,,,,,,,,
56,GScUXA,False,316861.0,365673.0,57.0,364947.0,365673.0,y,48812.0,,,,,,,,,,,,,,,,
60,GScUXA,False,381942.0,412598.0,61.0,381942.0,398342.0,y,30656.0,,,,,,,,,,,,,,,,
61,GScUXA,False,381942.0,412598.0,62.0,398343.0,412598.0,n,30656.0,,,,,,,,,,,,,,,,
62,GScUXA,False,412599.0,460052.0,63.0,412599.0,414083.0,n,47453.0,,,,,,,,,,,,,,,,
63,GScUXA,False,412599.0,460052.0,64.0,414084.0,418802.0,y,47453.0,,,,,,,,,,,,,,,,
64,GScUXA,False,412599.0,460052.0,65.0,418803.0,420485.0,n,47453.0,,,,,,,,,,,,,,,,
65,GScUXA,False,412599.0,460052.0,66.0,420486.0,424313.0,y,47453.0,,,,,,,,,,,,,,,,
66,GScUXA,False,412599.0,460052.0,67.0,424314.0,455102.0,n,47453.0,,,,,,,,,,,,,,,,
67,GScUXA,False,412599.0,460052.0,68.0,455103.0,457907.0,y,47453.0,,,,,,,,,,,,,,,,
68,GScUXA,False,412599.0,460052.0,69.0,457908.0,460052.0,n,47453.0,,,,,,,,,,,,,,,,
70,GScUXA,False,464409.0,503645.0,71.0,464409.0,474708.0,y,39236.0,,,,,,,,,,,,,,,,
71,GScUXA,False,464409.0,503645.0,72.0,474709.0,483416.0,n,39236.0,,,,,,,,,,,,,,,,
72,GScUXA,False,464409.0,503645.0,73.0,483417.0,485495.0,y,39236.0,,,,,,,,,,,,,,,,
73,GScUXA,False,464409.0,503645.0,74.0,485496.0,486683.0,n,39236.0,,,,,,,,,,,,,,,,
74,GScUXA,False,464409.0,503645.0,75.0,486684.0,489125.0,y,39236.0,,,,,,,,,,,,,,,,
75,GScUXA,False,464409.0,503645.0,76.0,489126.0,500180.0,n,39236.0,,,,,,,,,,,,,,,,
76,GScUXA,False,464409.0,503645.0,77.0,500181.0,502127.0,y,39236.0,,,,,,,,,,,,,,,,
77,GScUXA,False,464409.0,503645.0,78.0,502128.0,503645.0,n,39236.0,,,,,,,,,,,,,,,,
78,GScUXA,False,503646.0,549621.0,79.0,503646.0,517241.0,y,45975.0,,,,,,,,,,,,,,,,
79,GScUXA,False,503646.0,549621.0,80.0,517242.0,522191.0,n,45975.0,,,,,,,,,,,,,,,,
80,GScUXA,False,503646.0,549621.0,81.0,522192.0,529352.0,y,45975.0,,,,,,,,,,,,,,,,
81,GScUXA,False,503646.0,549621.0,82.0,529353.0,544202.0,n,45975.0,,,,,,,,,,,,,,,,
82,GScUXA,False,503646.0,549621.0,83.0,544203.0,546926.0,y,45975.0,,,,,,,,,,,,,,,,
83,GScUXA,False,503646.0,549621.0,84.0,546927.0,549621.0,n,45975.0,,,,,,,,,,,,,,,,
1,TGA6G7,False,5000.0,37499.0,2.0,5000.0,37499.0,y,32499.0,38865.0,83933.0,45068.0,12569.0,33865.0,46434.0,,,,,,,,,,
2,TGA6G7,False,37500.0,84899.0,3.0,37500.0,59999.0,y,47399.0,89141.0,118976.00000000001,29835.000000000015,-17563.999999999985,51641.0,34077.000000000015,,,,,,,,,,
3,TGA6G7,False,37500.0,84899.0,4.0,60000.0,61399.0,n,47399.0,121521.0,166653.00000000003,45132.00000000003,-2266.999999999971,84021.0,81754.00000000003,,,,,,,,,,
4,TGA6G7,False,37500.0,84899.0,5.0,61400.0,84899.0,y,47399.0,200510.00000000003,233029.00000000003,32519.0,-14880.0,163010.00000000003,148130.00000000003,,,,,,,,,,
6,TGA6G7,False,89000.0,120899.0,7.0,89000.0,99999.0,y,31899.0,285624.0,323605.0,37981.0,6082.0,196624.0,202706.0,,,,,,,,,,
7,TGA6G7,False,89000.0,120899.0,8.0,100000.0,100799.0,n,31899.0,325993.0,371133.00000000006,45140.00000000006,13241.000000000058,236993.0,250234.00000000006,,,,,,,,,,
8,TGA6G7,False,89000.0,120899.0,9.0,100800.0,120899.0,y,31899.0,387270.00000000006,418293.0,31022.99999999994,-876.0000000000582,298270.00000000006,297394.0,,,,,,,,,,
9,TGA6G7,False,120900.0,174299.0,10.0,120900.0,132799.0,y,53399.0,420667.00000000006,465743.00000000006,45076.0,-8323.0,299767.00000000006,291444.00000000006,,,,,,,,,,
10,TGA6G7,False,120900.0,174299.0,11.0,132800.0,134399.0,n,53399.0,470861.00000000006,500720.0,29858.99999999994,-23540.00000000006,349961.00000000006,326421.0,,,,,,,,,,
11,TGA6G7,False,120900.0,174299.0,12.0,134400.0,138499.0,y,53399.0,503088.0,548161.0,45073.0,-8326.0,382188.0,373862.0,,,,,,,,,,
12,TGA6G7,False,120900.0,174299.0,13.0,138500.0,141299.0,n,53399.0,,,,,,,,,,,,,,,,
13,TGA6G7,False,120900.0,174299.0,14.0,141300.0,174299.0,y,53399.0,,,,,,,,,,,,,,,,
19,TGA6G7,False,200500.0,234299.0,20.0,200500.0,222599.0,y,33799.0,,,,,,,,,,,,,,,,
20,TGA6G7,False,200500.0,234299.0,21.0,222600.0,223599.0,n,33799.0,,,,,,,,,,,,,,,,
21,TGA6G7,False,200500.0,234299.0,22.0,223600.0,234299.0,y,33799.0,,,,,,,,,,,,,,,,
22,TGA6G7,False,234300.0,281799.0,23.0,234300.0,245199.0,y,47499.0,,,,,,,,,,,,,,,,
23,TGA6G7,False,234300.0,281799.0,24.0,245200.0,248599.0,n,47499.0,,,,,,,,,,,,,,,,
24,TGA6G7,False,234300.0,281799.0,25.0,248600.0,252399.0,y,47499.0,,,,,,,,,,,,,,,,
25,TGA6G7,False,234300.0,281799.0,26.0,252400.0,258499.0,n,47499.0,,,,,,,,,,,,,,,,
26,TGA6G7,False,234300.0,281799.0,27.0,258500.0,262899.0,y,47499.0,,,,,,,,,,,,,,,,
27,TGA6G7,False,234300.0,281799.0,28.0,262900.0,267699.0,n,47499.0,,,,,,,,,,,,,,,,
28,TGA6G7,False,234300.0,281799.0,29.0,267700.0,276599.0,y,47499.0,,,,,,,,,,,,,,,,
29,TGA6G7,False,234300.0,281799.0,30.0,276600.0,279699.0,n,47499.0,,,,,,,,,,,,,,,,
30,TGA6G7,False,234300.0,281799.0,31.0,279700.0,281799.0,y,47499.0,,,,,,,,,,,,,,,,
32,TGA6G7,False,285600.0,325199.0,33.0,285600.0,296399.0,y,39599.0,,,,,,,,,,,,,,,,
33,TGA6G7,False,285600.0,325199.0,34.0,296400.0,297799.0,n,39599.0,,,,,,,,,,,,,,,,
34,TGA6G7,False,285600.0,325199.0,35.0,297800.0,298699.0,y,39599.0,,,,,,,,,,,,,,,,
35,TGA6G7,False,285600.0,325199.0,36.0,298700.0,300199.0,n,39599.0,,,,,,,,,,,,,,,,
36,TGA6G7,False,285600.0,325199.0,37.0,300200.0,325199.0,y,39599.0,,,,,,,,,,,,,,,,
37,TGA6G7,False,325200.0,373699.0,38.0,325200.0,335999.0,y,48499.0,,,,,,,,,,,,,,,,
38,TGA6G7,False,325200.0,373699.0,39.0,336000.0,339699.0,n,48499.0,,,,,,,,,,,,,,,,
39,TGA6G7,False,325200.0,373699.0,40.0,339700.0,358099.0,y,48499.0,,,,,,,,,,,,,,,,
40,TGA6G7,False,325200.0,373699.0,41.0,358100.0,365899.0,n,48499.0,,,,,,,,,,,,,,,,
41,TGA6G7,False,325200.0,373699.0,42.0,365900.0,373699.0,y,48499.0,,,,,,,,,,,,,,,,
43,TGA6G7,False,386900.0,419799.0,44.0,386900.0,412999.0,y,32899.0,,,,,,,,,,,,,,,,
44,TGA6G7,False,386900.0,419799.0,45.0,413000.0,416199.0,n,32899.0,,,,,,,,,,,,,,,,
45,TGA6G7,False,386900.0,419799.0,46.0,416200.0,417799.0,y,32899.0,,,,,,,,,,,,,,,,
46,TGA6G7,False,386900.0,419799.0,47.0,417800.0,419799.0,n,32899.0,,,,,,,,,,,,,,,,
47,TGA6G7,False,419800.0,467499.0,48.0,419800.0,435999.0,y,47699.0,,,,,,,,,,,,,,,,
48,TGA6G7,False,419800.0,467499.0,49.0,436000.0,441299.0,n,47699.0,,,,,,,,,,,,,,,,
49,TGA6G7,False,419800.0,467499.0,50.0,441300.0,467499.0,y,47699.0,,,,,,,,,,,,,,,,
51,TGA6G7,False,471300.0,502599.0,52.0,471300.0,480699.0,y,31299.0,,,,,,,,,,,,,,,,
52,TGA6G7,False,471300.0,502599.0,53.0,480700.0,482499.0,n,31299.0,,,,,,,,,,,,,,,,
53,TGA6G7,False,471300.0,502599.0,54.0,482500.0,491499.0,y,31299.0,,,,,,,,,,,,,,,,
54,TGA6G7,False,471300.0,502599.0,55.0,491500.0,492699.0,n,31299.0,,,,,,,,,,,,,,,,
55,TGA6G7,False,471300.0,502599.0,56.0,492700.0,496899.0,y,31299.0,,,,,,,,,,,,,,,,
56,TGA6G7,False,471300.0,502599.0,57.0,496900.0,500499.0,n,31299.0,,,,,,,,,,,,,,,,
57,TGA6G7,False,471300.0,502599.0,58.0,500500.0,502599.0,y,31299.0,,,,,,,,,,,,,,,,
58,TGA6G7,False,502600.0,548178.0,59.0,502600.0,509199.0,y,45578.0,,,,,,,,,,,,,,,,
59,TGA6G7,False,502600.0,548178.0,60.0,509200.0,512399.0,n,45578.0,,,,,,,,,,,,,,,,
60,TGA6G7,False,502600.0,548178.0,61.0,512400.0,517199.0,y,45578.0,,,,,,,,,,,,,,,,
61,TGA6G7,False,502600.0,548178.0,62.0,517200.0,518199.0,n,45578.0,,,,,,,,,,,,,,,,
62,TGA6G7,False,502600.0,548178.0,63.0,518200.0,518999.0,y,45578.0,,,,,,,,,,,,,,,,
63,TGA6G7,False,502600.0,548178.0,64.0,519000.0,521599.0,n,45578.0,,,,,,,,,,,,,,,,
64,TGA6G7,False,502600.0,548178.0,65.0,521600.0,522799.0,y,45578.0,,,,,,,,,,,,,,,,
65,TGA6G7,False,502600.0,548178.0,66.0,522800.0,524299.0,n,45578.0,,,,,,,,,,,,,,,,
66,TGA6G7,False,502600.0,548178.0,67.0,524300.0,529499.0,y,45578.0,,,,,,,,,,,,,,,,
67,TGA6G7,False,502600.0,548178.0,68.0,529500.0,530499.0,n,45578.0,,,,,,,,,,,,,,,,
68,TGA6G7,False,502600.0,548178.0,69.0,530500.0,541099.0,y,45578.0,,,,,,,,,,,,,,,,
69,TGA6G7,False,502600.0,548178.0,70.0,541100.0,548178.0,n,45578.0,,,,,,,,,,,,,,,,
0,7VNC4V,True,,,,,,,46716.0,5735.0,50790.00000000001,45055.00000000001,-1660.9999999999927,499.0,-1161.9999999999927,1.0,0.0,31926.0,33592.0,off,0.0,5236.0,51952.0,f,
1,7VNC4V,True,,,,,,,45968.0,55653.00000000001,100714.00000000001,45061.00000000001,-906.9999999999927,-4.999999999992724,-911.9999999999854,,1.0,46002.0,48076.0,off,1.0,55658.0,101626.0,f,
2,7VNC4V,True,,,,,,,11784.0,105686.0,117367.0,11681.0,-103.0,-258.0,-361.0,,2.0,50150.0,51884.0,off,2.0,105944.0,117728.0,f,
3,7VNC4V,True,,,,,,,45900.0,122146.0,167203.0,45057.0,-843.0,-186.0,-1029.0,,3.0,67184.0,68816.0,off,3.0,122332.0,168232.0,f,
4,7VNC4V,True,,,,,,,40922.0,172029.00000000003,213091.0,41061.99999999997,139.9999999999709,-384.9999999999709,-245.0,,4.0,70944.0,73576.0,off,4.0,172414.0,213336.0,f,
5,7VNC4V,True,,,,,,,40446.0,217847.0,257585.00000000003,39738.00000000003,-707.9999999999709,-25.0,-732.9999999999709,,5.0,79900.0,82484.0,off,5.0,217872.0,258318.0,f,
