,child_id,video_onset,trial_type,absolute_onset,absolute_offset,trial_type_onset,trial_type_offset,relative_onset,relative_offset,fam_or_test,scene,trial_number
0,GcMVDV,2021-08-09 21:25:32.349,fam-barrier-jump,2021-08-09 21:25:38.049,2021-08-09 21:26:12.300,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:05.700000,0 days 00:00:39.951000,fam,barrier-jump,1
0,GcMVDV,2021-08-09 21:25:32.349,testA-barrier-jump,2021-08-09 21:26:15.156,2021-08-09 21:27:00.211,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:42.807000,0 days 00:01:27.862000,testA,barrier-jump,2
0,GcMVDV,2021-08-09 21:25:32.349,fam-pit,2021-08-09 21:27:05.672,2021-08-09 21:27:36.683,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:01:33.323000,0 days 00:02:04.334000,fam,pit,3
0,GcMVDV,2021-08-09 21:25:32.349,testB-pit,2021-08-09 21:27:39.421,2021-08-09 21:28:18.514,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:02:07.072000,0 days 00:02:46.165000,testB,pit,4
0,GcMVDV,2021-08-09 21:25:32.349,testB-pit-repeat-1,2021-08-09 21:28:52.076,2021-08-09 21:29:37.108,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:19.727000,0 days 00:04:04.759000,testB,pit-repeat-1,5
0,GcMVDV,2021-08-09 21:25:32.349,fam-barrier-around,2021-08-09 21:29:46.059,2021-08-09 21:30:23.846,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:13.710000,0 days 00:04:51.497000,fam,barrier-around,6
0,GcMVDV,2021-08-09 21:25:32.349,testB-barrier-around,2021-08-09 21:30:26.481,2021-08-09 21:31:11.529,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:54.132000,0 days 00:05:39.180000,testB,barrier-around,7
0,GcMVDV,2021-08-09 21:25:32.349,fam-pit-bridge,2021-08-09 21:31:16.895,2021-08-09 21:31:46.688,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:05:44.546000,0 days 00:06:14.339000,fam,pit-bridge,8
0,GcMVDV,2021-08-09 21:25:32.349,testA-pit-bridge,2021-08-09 21:31:49.497,2021-08-09 21:32:34.562,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:06:17.148000,0 days 00:07:02.213000,testA,pit-bridge,9
0,BdUV4B,2021-08-11 12:38:06.493,fam-pit,2021-08-11 12:38:11.540,2021-08-11 12:38:56.615,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:05.047000,0 days 00:00:50.122000,fam,pit,1
0,BdUV4B,2021-08-11 12:38:06.493,fam-pit,2021-08-11 12:39:01.226,2021-08-11 12:39:46.309,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:54.733000,0 days 00:01:39.816000,fam,pit,2
0,BdUV4B,2021-08-11 12:38:06.493,fam-pit,2021-08-11 12:39:51.013,2021-08-11 12:40:36.095,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:44.520000,0 days 00:02:29.602000,fam,pit,3
0,BdUV4B,2021-08-11 12:38:06.493,fam-pit,2021-08-11 12:40:40.726,2021-08-11 12:40:57.615,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:34.233000,0 days 00:02:51.122000,fam,pit,4
0,BdUV4B,2021-08-11 12:38:06.493,fam-pit-repeat-1,2021-08-11 12:41:08.581,2021-08-11 12:41:53.659,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:02.088000,0 days 00:03:47.166000,fam,pit-repeat-1,5
0,BdUV4B,2021-08-11 12:38:06.493,fam-pit,2021-08-11 12:41:58.328,2021-08-11 12:42:07.515,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:51.835000,0 days 00:04:01.022000,fam,pit,6
0,BdUV4B,2021-08-11 12:38:06.493,fam-pit,2021-08-11 12:42:12.094,2021-08-11 12:42:37.064,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:05.601000,0 days 00:04:30.571000,fam,pit,7
0,BdUV4B,2021-08-11 12:38:06.493,fam-pit,2021-08-11 12:42:41.678,2021-08-11 12:42:54.978,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:35.185000,0 days 00:04:48.485000,fam,pit,8
0,BdUV4B,2021-08-11 12:38:06.493,testB-pit,2021-08-11 12:42:57.486,2021-08-11 12:43:16.051,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:50.993000,0 days 00:05:09.558000,testB,pit,9
0,BdUV4B,2021-08-11 12:38:06.493,testA-pit,2021-08-11 12:43:18.089,2021-08-11 12:43:30.357,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:11.596000,0 days 00:05:23.864000,testA,pit,10
0,cCTcCV,2021-08-11 16:38:06.501,fam-pit,2021-08-11 16:38:12.664,2021-08-11 16:38:39.927,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:06.163000,0 days 00:00:33.426000,fam,pit,1
0,cCTcCV,2021-08-11 16:38:06.501,fam-pit,2021-08-11 16:38:44.892,2021-08-11 16:39:30.032,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:38.391000,0 days 00:01:23.531000,fam,pit,2
0,cCTcCV,2021-08-11 16:38:06.501,fam-pit,2021-08-11 16:39:35.144,2021-08-11 16:39:57.052,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:28.643000,0 days 00:01:50.551000,fam,pit,3
0,cCTcCV,2021-08-11 16:38:06.501,fam-pit,2021-08-11 16:40:01.999,2021-08-11 16:40:16.834,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:55.498000,0 days 00:02:10.333000,fam,pit,4
0,cCTcCV,2021-08-11 16:38:06.501,fam-pit,2021-08-11 16:40:21.831,2021-08-11 16:40:28.807,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:15.330000,0 days 00:02:22.306000,fam,pit,5
0,cCTcCV,2021-08-11 16:38:06.501,fam-pit,2021-08-11 16:40:33.685,2021-08-11 16:40:39.674,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:27.184000,0 days 00:02:33.173000,fam,pit,6
0,cCTcCV,2021-08-11 16:38:06.501,fam-pit,2021-08-11 16:40:44.676,2021-08-11 16:40:52.246,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:38.175000,0 days 00:02:45.745000,fam,pit,7
0,cCTcCV,2021-08-11 16:38:06.501,testB-pit,2021-08-11 16:40:54.931,2021-08-11 16:41:03.935,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:48.430000,0 days 00:02:57.434000,testB,pit,8
0,cCTcCV,2021-08-11 16:38:06.501,testA-pit,2021-08-11 16:41:06.254,2021-08-11 16:41:15.430,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:59.753000,0 days 00:03:08.929000,testA,pit,9
0,2K3GFU,2021-08-11 22:55:58.290,fam-barrier-jump,2021-08-11 22:56:03.492,2021-08-11 22:56:37.723,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:05.202000,0 days 00:00:39.433000,fam,barrier-jump,1
0,2K3GFU,2021-08-11 22:55:58.290,testA-barrier-jump,2021-08-11 22:56:40.137,2021-08-11 22:57:25.185,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:41.847000,0 days 00:01:26.895000,testA,barrier-jump,2
0,2K3GFU,2021-08-11 22:55:58.290,fam-pit,2021-08-11 22:57:30.027,2021-08-11 22:58:01.005,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:01:31.737000,0 days 00:02:02.715000,fam,pit,3
0,2K3GFU,2021-08-11 22:55:58.290,testB-pit,2021-08-11 22:58:03.222,2021-08-11 22:58:48.263,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:02:04.932000,0 days 00:02:49.973000,testB,pit,4
0,2K3GFU,2021-08-11 22:55:58.290,fam-barrier-around,2021-08-11 22:59:07.049,2021-08-11 22:59:44.988,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:08.759000,0 days 00:03:46.698000,fam,barrier-around,5
0,2K3GFU,2021-08-11 22:55:58.290,testB-barrier-around,2021-08-11 22:59:47.164,2021-08-11 23:00:32.215,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:48.874000,0 days 00:04:33.925000,testB,barrier-around,6
0,2K3GFU,2021-08-11 22:55:58.290,fam-pit-bridge,2021-08-11 23:00:37.139,2021-08-11 23:01:06.922,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:38.849000,0 days 00:05:08.632000,fam,pit-bridge,7
0,2K3GFU,2021-08-11 22:55:58.290,testA-pit-bridge,2021-08-11 23:01:09.192,2021-08-11 23:01:54.251,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:05:10.902000,0 days 00:05:55.961000,testA,pit-bridge,8
0,2K3GFU,2021-08-11 22:55:58.290,fam-barrier-jump,2021-08-11 23:02:18.712,2021-08-11 23:02:52.958,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:06:20.422000,0 days 00:06:54.668000,fam,barrier-jump,9
0,2K3GFU,2021-08-11 22:55:58.290,testA-barrier-jump,2021-08-11 23:02:55.221,2021-08-11 23:03:40.273,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:06:56.931000,0 days 00:07:41.983000,testA,barrier-jump,10
0,2K3GFU,2021-08-11 22:55:58.290,fam-pit,2021-08-11 23:03:45.076,2021-08-11 23:04:16.058,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:07:46.786000,0 days 00:08:17.768000,fam,pit,11
0,2K3GFU,2021-08-11 22:55:58.290,testB-pit,2021-08-11 23:04:18.329,2021-08-11 23:05:03.377,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:08:20.039000,0 days 00:09:05.087000,testB,pit,12
0,VZEFXF,2021-08-11 23:18:32.312,fam-pit,2021-08-11 23:18:37.146,2021-08-11 23:19:22.186,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:04.834000,0 days 00:00:49.874000,fam,pit,1
0,VZEFXF,2021-08-11 23:18:32.312,fam-pit,2021-08-11 23:19:26.772,2021-08-11 23:20:11.804,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:54.460000,0 days 00:01:39.492000,fam,pit,2
0,VZEFXF,2021-08-11 23:18:32.312,fam-pit,2021-08-11 23:20:16.451,2021-08-11 23:21:01.507,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:44.139000,0 days 00:02:29.195000,fam,pit,3
0,VZEFXF,2021-08-11 23:18:32.312,fam-pit,2021-08-11 23:21:06.090,2021-08-11 23:21:51.128,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:33.778000,0 days 00:03:18.816000,fam,pit,4
0,VZEFXF,2021-08-11 23:18:32.312,fam-pit,2021-08-11 23:21:55.760,2021-08-11 23:22:21.928,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:23.448000,0 days 00:03:49.616000,fam,pit,5
0,VZEFXF,2021-08-11 23:18:32.312,fam-pit,2021-08-11 23:22:26.473,2021-08-11 23:22:40.172,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:54.161000,0 days 00:04:07.860000,fam,pit,6
0,VZEFXF,2021-08-11 23:18:32.312,fam-pit,2021-08-11 23:22:44.761,2021-08-11 23:22:52.870,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:12.449000,0 days 00:04:20.558000,fam,pit,7
0,VZEFXF,2021-08-11 23:18:32.312,testB-pit,2021-08-11 23:22:55.194,2021-08-11 23:23:03.596,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:22.882000,0 days 00:04:31.284000,testB,pit,8
0,VZEFXF,2021-08-11 23:18:32.312,testA-pit,2021-08-11 23:23:05.614,2021-08-11 23:23:13.572,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:33.302000,0 days 00:04:41.260000,testA,pit,9
0,2X2HHM,2021-08-12 12:13:30.232,fam-pit,2021-08-12 12:13:35.167,2021-08-12 12:14:05.084,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:04.935000,0 days 00:00:34.852000,fam,pit,1
0,2X2HHM,2021-08-12 12:13:30.232,fam-pit,2021-08-12 12:14:09.642,2021-08-12 12:14:33.005,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:39.410000,0 days 00:01:02.773000,fam,pit,2
0,2X2HHM,2021-08-12 12:13:30.232,fam-pit,2021-08-12 12:14:37.673,2021-08-12 12:14:53.896,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:07.441000,0 days 00:01:23.664000,fam,pit,3
0,2X2HHM,2021-08-12 12:13:30.232,fam-pit,2021-08-12 12:14:58.454,2021-08-12 12:15:08.433,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:28.222000,0 days 00:01:38.201000,fam,pit,4
0,2X2HHM,2021-08-12 12:13:30.232,fam-pit,2021-08-12 12:15:12.989,2021-08-12 12:15:23.075,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:42.757000,0 days 00:01:52.843000,fam,pit,5
0,2X2HHM,2021-08-12 12:13:30.232,fam-pit,2021-08-12 12:15:27.590,2021-08-12 12:15:38.136,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:57.358000,0 days 00:02:07.904000,fam,pit,6
0,2X2HHM,2021-08-12 12:13:30.232,fam-pit,2021-08-12 12:15:42.752,2021-08-12 12:16:07.258,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:12.520000,0 days 00:02:37.026000,fam,pit,7
0,2X2HHM,2021-08-12 12:13:30.232,fam-pit,2021-08-12 12:16:11.799,2021-08-12 12:16:22.540,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:41.567000,0 days 00:02:52.308000,fam,pit,8
0,2X2HHM,2021-08-12 12:13:30.232,testA-pit,2021-08-12 12:16:24.895,2021-08-12 12:16:34.898,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:54.663000,0 days 00:03:04.666000,testA,pit,9
0,2X2HHM,2021-08-12 12:13:30.232,testB-pit,2021-08-12 12:16:37.026,2021-08-12 12:16:48.330,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:06.794000,0 days 00:03:18.098000,testB,pit,10
0,2X2HHM,2021-08-12 12:13:30.232,testB-pit,2021-08-12 12:16:50.184,2021-08-12 12:17:03.988,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:19.952000,0 days 00:03:33.756000,testB,pit,11
0,2X2HHM,2021-08-12 12:13:30.232,testA-pit,2021-08-12 12:17:05.823,2021-08-12 12:17:16.215,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:35.591000,0 days 00:03:45.983000,testA,pit,12
0,2X2HHM,2021-08-12 12:13:30.232,testA-pit,2021-08-12 12:17:39.948,2021-08-12 12:17:47.298,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:09.716000,0 days 00:04:17.066000,testA,pit,13
0,2X2HHM,2021-08-12 12:13:30.232,testB-pit,2021-08-12 12:17:49.235,2021-08-12 12:18:05.116,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:19.003000,0 days 00:04:34.884000,testB,pit,14
0,UNEMSS,2021-08-12 15:18:17.558,fam-pit,2021-08-12 15:18:23.896,2021-08-12 15:19:08.955,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:06.338000,0 days 00:00:51.397000,fam,pit,1
0,UNEMSS,2021-08-12 15:18:17.558,fam-pit,2021-08-12 15:19:13.764,2021-08-12 15:19:58.819,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:56.206000,0 days 00:01:41.261000,fam,pit,2
0,UNEMSS,2021-08-12 15:18:17.558,fam-pit,2021-08-12 15:20:03.796,2021-08-12 15:20:48.859,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:46.238000,0 days 00:02:31.301000,fam,pit,3
0,UNEMSS,2021-08-12 15:18:17.558,fam-pit,2021-08-12 15:20:53.750,2021-08-12 15:21:35.917,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:36.192000,0 days 00:03:18.359000,fam,pit,4
0,UNEMSS,2021-08-12 15:18:17.558,fam-pit,2021-08-12 15:21:40.942,2021-08-12 15:21:56.659,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:23.384000,0 days 00:03:39.101000,fam,pit,5
0,UNEMSS,2021-08-12 15:18:17.558,fam-pit,2021-08-12 15:22:01.361,2021-08-12 15:22:08.320,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:43.803000,0 days 00:03:50.762000,fam,pit,6
0,UNEMSS,2021-08-12 15:18:17.558,fam-pit,2021-08-12 15:22:13.175,2021-08-12 15:22:20.316,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:55.617000,0 days 00:04:02.758000,fam,pit,7
0,UNEMSS,2021-08-12 15:18:17.558,testB-pit,2021-08-12 15:22:23.738,2021-08-12 15:23:08.795,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:06.180000,0 days 00:04:51.237000,testB,pit,8
0,UNEMSS,2021-08-12 15:18:17.558,testA-pit,2021-08-12 15:23:11.422,2021-08-12 15:23:23.487,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:53.864000,0 days 00:05:05.929000,testA,pit,9
0,UNEMSS,2021-08-12 15:18:17.558,testA-pit,2021-08-12 15:23:34.648,2021-08-12 15:23:45.513,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:17.090000,0 days 00:05:27.955000,testA,pit,10
0,UNEMSS,2021-08-12 15:18:17.558,testB-pit,2021-08-12 15:23:48.037,2021-08-12 15:24:08.835,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:30.479000,0 days 00:05:51.277000,testB,pit,11
0,VZQLK4,2021-08-12 17:28:35.208,fam-barrier-jump,2021-08-12 17:28:40.721,2021-08-12 17:29:14.973,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:05.513000,0 days 00:00:39.765000,fam,barrier-jump,1
0,VZQLK4,2021-08-12 17:28:35.208,testA-barrier-jump,2021-08-12 17:29:17.772,2021-08-12 17:30:02.862,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:42.564000,0 days 00:01:27.654000,testA,barrier-jump,2
0,VZQLK4,2021-08-12 17:28:35.208,fam-pit,2021-08-12 17:30:08.766,2021-08-12 17:30:39.763,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:01:33.558000,0 days 00:02:04.555000,fam,pit,3
0,VZQLK4,2021-08-12 17:28:35.208,testB-pit,2021-08-12 17:30:42.303,2021-08-12 17:31:27.369,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:02:07.095000,0 days 00:02:52.161000,testB,pit,4
0,VZQLK4,2021-08-12 17:28:35.208,fam-barrier-around,2021-08-12 17:31:39.249,2021-08-12 17:32:17.189,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:04.041000,0 days 00:03:41.981000,fam,barrier-around,5
0,VZQLK4,2021-08-12 17:28:35.208,testB-barrier-around,2021-08-12 17:32:19.904,2021-08-12 17:33:04.985,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:44.696000,0 days 00:04:29.777000,testB,barrier-around,6
0,VZQLK4,2021-08-12 17:28:35.208,fam-pit-bridge,2021-08-12 17:33:10.236,2021-08-12 17:33:40.034,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:35.028000,0 days 00:05:04.826000,fam,pit-bridge,7
0,VZQLK4,2021-08-12 17:28:35.208,testA-pit-bridge,2021-08-12 17:33:42.554,2021-08-12 17:34:27.660,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:05:07.346000,0 days 00:05:52.452000,testA,pit-bridge,8
0,VZQLK4,2021-08-12 17:28:35.208,fam-barrier-jump,2021-08-12 17:34:53.739,2021-08-12 17:35:27.996,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:06:18.531000,0 days 00:06:52.788000,fam,barrier-jump,9
0,VZQLK4,2021-08-12 17:28:35.208,testA-barrier-jump,2021-08-12 17:35:30.751,2021-08-12 17:36:15.820,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:06:55.543000,0 days 00:07:40.612000,testA,barrier-jump,10
0,VZQLK4,2021-08-12 17:28:35.208,fam-pit,2021-08-12 17:36:21.090,2021-08-12 17:36:52.087,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:07:45.882000,0 days 00:08:16.879000,fam,pit,11
0,VZQLK4,2021-08-12 17:28:35.208,testB-pit,2021-08-12 17:36:54.756,2021-08-12 17:37:39.821,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:08:19.548000,0 days 00:09:04.613000,testB,pit,12
0,27QE25,2021-08-13 16:36:27.252,fam-pit,2021-08-13 16:36:32.388,2021-08-13 16:37:17.476,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:05.136000,0 days 00:00:50.224000,fam,pit,1
0,27QE25,2021-08-13 16:36:27.252,fam-pit,2021-08-13 16:37:22.240,2021-08-13 16:38:07.277,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:54.988000,0 days 00:01:40.025000,fam,pit,2
0,27QE25,2021-08-13 16:36:27.252,fam-pit,2021-08-13 16:38:11.935,2021-08-13 16:38:56.474,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:44.683000,0 days 00:02:29.222000,fam,pit,3
0,27QE25,2021-08-13 16:36:27.252,fam-pit,2021-08-13 16:39:01.096,2021-08-13 16:39:46.131,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:33.844000,0 days 00:03:18.879000,fam,pit,4
0,27QE25,2021-08-13 16:36:27.252,fam-pit,2021-08-13 16:39:50.875,2021-08-13 16:40:35.910,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:23.623000,0 days 00:04:08.658000,fam,pit,5
0,27QE25,2021-08-13 16:36:27.252,fam-pit,2021-08-13 16:40:40.494,2021-08-13 16:41:16.017,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:13.242000,0 days 00:04:48.765000,fam,pit,6
0,27QE25,2021-08-13 16:36:27.252,fam-pit,2021-08-13 16:41:20.728,2021-08-13 16:41:59.308,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:53.476000,0 days 00:05:32.056000,fam,pit,7
0,27QE25,2021-08-13 16:36:27.252,fam-pit,2021-08-13 16:42:04.071,2021-08-13 16:42:34.774,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:36.819000,0 days 00:06:07.522000,fam,pit,8
0,27QE25,2021-08-13 16:36:27.252,testA-pit,2021-08-13 16:42:37.056,2021-08-13 16:43:22.094,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:06:09.804000,0 days 00:06:54.842000,testA,pit,9
0,27QE25,2021-08-13 16:36:27.252,testB-pit,2021-08-13 16:43:24.359,2021-08-13 16:43:31.215,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:06:57.107000,0 days 00:07:03.963000,testB,pit,10
0,27QE25,2021-08-13 16:36:27.252,testB-pit,2021-08-13 16:43:33.149,2021-08-13 16:43:39.857,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:07:05.897000,0 days 00:07:12.605000,testB,pit,11
0,27QE25,2021-08-13 16:36:27.252,testA-pit,2021-08-13 16:43:41.827,2021-08-13 16:43:58.554,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:07:14.575000,0 days 00:07:31.302000,testA,pit,12
0,J2HS4X,2021-08-13 19:43:44.474,fam-barrier-jump,2021-08-13 19:43:50.078,2021-08-13 19:44:24.368,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:05.604000,0 days 00:00:39.894000,fam,barrier-jump,1
0,J2HS4X,2021-08-13 19:43:44.474,testA-barrier-jump,2021-08-13 19:44:27.271,2021-08-13 19:45:12.337,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:42.797000,0 days 00:01:27.863000,testA,barrier-jump,2
0,J2HS4X,2021-08-13 19:43:44.474,fam-pit,2021-08-13 19:45:18.083,2021-08-13 19:45:49.074,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:01:33.609000,0 days 00:02:04.600000,fam,pit,3
0,J2HS4X,2021-08-13 19:43:44.474,testB-pit,2021-08-13 19:45:51.803,2021-08-13 19:46:36.853,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:02:07.329000,0 days 00:02:52.379000,testB,pit,4
0,J2HS4X,2021-08-13 19:43:44.474,fam-barrier-around,2021-08-13 19:46:47.191,2021-08-13 19:47:25.136,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:02.717000,0 days 00:03:40.662000,fam,barrier-around,5
0,J2HS4X,2021-08-13 19:43:44.474,testB-barrier-around,2021-08-13 19:47:27.783,2021-08-13 19:48:12.857,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:43.309000,0 days 00:04:28.383000,testB,barrier-around,6
0,J2HS4X,2021-08-13 19:43:44.474,fam-pit-bridge,2021-08-13 19:48:18.176,2021-08-13 19:48:47.976,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:33.702000,0 days 00:05:03.502000,fam,pit-bridge,7
