,child_id,video_onset,trial_type,absolute_onset,absolute_offset,trial_type_onset,trial_type_offset,relative_onset,relative_offset,fam_or_test,scene,trial_number
0,7G5JR3,2021-09-21 18:11:42.119,fam-pit,2021-09-21 18:13:12.674,2021-09-21 18:13:43.700,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:01:30.555000,0 days 00:02:01.581000,fam,pit,3
0,7G5JR3,2021-09-21 18:11:42.119,testB-pit,2021-09-21 18:13:46.222,2021-09-21 18:14:31.269,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:02:04.103000,0 days 00:02:49.150000,testB,pit,4
0,7G5JR3,2021-09-21 18:11:42.119,fam-barrier-around,2021-09-21 18:15:03.468,2021-09-21 18:15:41.437,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:21.349000,0 days 00:03:59.318000,fam,barrier-around,5
0,7G5JR3,2021-09-21 18:11:42.119,testB-barrier-around,2021-09-21 18:15:43.817,2021-09-21 18:16:28.875,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:01.698000,0 days 00:04:46.756000,testB,barrier-around,6
0,7G5JR3,2021-09-21 18:11:42.119,fam-pit-bridge,2021-09-21 18:16:33.993,2021-09-21 18:17:03.820,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:51.874000,0 days 00:05:21.701000,fam,pit-bridge,7
0,7G5JR3,2021-09-21 18:11:42.119,testA-pit-bridge,2021-09-21 18:17:06.421,2021-09-21 18:17:51.497,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:05:24.302000,0 days 00:06:09.378000,testA,pit-bridge,8
0,7G5JR3,2021-09-21 18:11:42.119,fam-barrier-jump,2021-09-21 18:18:54.422,2021-09-21 18:19:26.886,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:07:12.303000,0 days 00:07:44.767000,fam,barrier-jump,9
0,7G5JR3,2021-09-21 18:11:42.119,testA-barrier-jump,2021-09-21 18:19:29.377,2021-09-21 18:20:14.433,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:07:47.258000,0 days 00:08:32.314000,testA,barrier-jump,10
0,7G5JR3,2021-09-21 18:11:42.119,fam-pit,2021-09-21 18:20:19.560,2021-09-21 18:20:50.588,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:08:37.441000,0 days 00:09:08.469000,fam,pit,11
0,7G5JR3,2021-09-21 18:11:42.119,testB-pit,2021-09-21 18:20:53.017,2021-09-21 18:21:38.073,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:09:10.898000,0 days 00:09:55.954000,testB,pit,12
0,QG2TTS,2021-09-22 22:29:22.081,fam-pit,2021-09-22 22:29:27.317,2021-09-22 22:30:12.377,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:05.236000,0 days 00:00:50.296000,fam,pit,1
0,QG2TTS,2021-09-22 22:29:22.081,fam-pit,2021-09-22 22:30:17.204,2021-09-22 22:31:02.271,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:55.123000,0 days 00:01:40.190000,fam,pit,2
0,QG2TTS,2021-09-22 22:29:22.081,fam-pit,2021-09-22 22:31:07.138,2021-09-22 22:31:41.249,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:45.057000,0 days 00:02:19.168000,fam,pit,3
0,QG2TTS,2021-09-22 22:29:22.081,fam-pit,2021-09-22 22:31:46.088,2021-09-22 22:32:17.777,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:24.007000,0 days 00:02:55.696000,fam,pit,4
0,QG2TTS,2021-09-22 22:29:22.081,fam-pit,2021-09-22 22:32:22.667,2021-09-22 22:32:43.255,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:00.586000,0 days 00:03:21.174000,fam,pit,5
0,QG2TTS,2021-09-22 22:29:22.081,fam-pit,2021-09-22 22:32:47.954,2021-09-22 22:33:27.155,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:25.873000,0 days 00:04:05.074000,fam,pit,6
0,QG2TTS,2021-09-22 22:29:22.081,fam-pit,2021-09-22 22:33:32.016,2021-09-22 22:34:00.322,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:09.935000,0 days 00:04:38.241000,fam,pit,7
0,QG2TTS,2021-09-22 22:29:22.081,fam-pit,2021-09-22 22:34:05.168,2021-09-22 22:34:31.950,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:43.087000,0 days 00:05:09.869000,fam,pit,8
0,QG2TTS,2021-09-22 22:29:22.081,testA-pit,2021-09-22 22:34:34.428,2021-09-22 22:34:44.934,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:12.347000,0 days 00:05:22.853000,testA,pit,9
0,QG2TTS,2021-09-22 22:29:22.081,testB-pit,2021-09-22 22:34:47.340,2021-09-22 22:34:55.546,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:25.259000,0 days 00:05:33.465000,testB,pit,10
0,QG2TTS,2021-09-22 22:29:22.081,testB-pit,2021-09-22 22:34:57.707,2021-09-22 22:35:07.330,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:35.626000,0 days 00:05:45.249000,testB,pit,11
0,QG2TTS,2021-09-22 22:29:22.081,testA-pit,2021-09-22 22:35:09.464,2021-09-22 22:35:26.250,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:47.383000,0 days 00:06:04.169000,testA,pit,12
0,QG2TTS,2021-09-22 22:29:22.081,testA-pit,2021-09-22 22:35:41.384,2021-09-22 22:35:48.238,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:06:19.303000,0 days 00:06:26.157000,testA,pit,13
0,QG2TTS,2021-09-22 22:29:22.081,testB-pit,2021-09-22 22:35:50.441,2021-09-22 22:36:01.741,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:06:28.360000,0 days 00:06:39.660000,testB,pit,14
0,BJFJAM,2021-09-23 18:27:31.139,fam-pit,2021-09-23 18:27:36.789,2021-09-23 18:28:21.843,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:05.650000,0 days 00:00:50.704000,fam,pit,1
0,BJFJAM,2021-09-23 18:27:31.139,fam-pit,2021-09-23 18:28:26.393,2021-09-23 18:28:47.119,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:55.254000,0 days 00:01:15.980000,fam,pit,2
0,BJFJAM,2021-09-23 18:27:31.139,fam-pit,2021-09-23 18:28:51.764,2021-09-23 18:29:34.659,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:20.625000,0 days 00:02:03.520000,fam,pit,3
0,BJFJAM,2021-09-23 18:27:31.139,fam-pit,2021-09-23 18:29:39.244,2021-09-23 18:30:09.651,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:08.105000,0 days 00:02:38.512000,fam,pit,4
0,BJFJAM,2021-09-23 18:27:31.139,fam-pit,2021-09-23 18:30:14.436,2021-09-23 18:30:34.430,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:43.297000,0 days 00:03:03.291000,fam,pit,5
0,BJFJAM,2021-09-23 18:27:31.139,fam-pit,2021-09-23 18:30:38.962,2021-09-23 18:30:48.657,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:07.823000,0 days 00:03:17.518000,fam,pit,6
0,BJFJAM,2021-09-23 18:27:31.139,fam-pit,2021-09-23 18:30:53.223,2021-09-23 18:31:02.799,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:22.084000,0 days 00:03:31.660000,fam,pit,7
0,BJFJAM,2021-09-23 18:27:31.139,testB-pit,2021-09-23 18:31:05.289,2021-09-23 18:31:31.346,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:34.150000,0 days 00:04:00.207000,testB,pit,8
0,BJFJAM,2021-09-23 18:27:31.139,testA-pit,2021-09-23 18:31:33.532,2021-09-23 18:31:41.809,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:02.393000,0 days 00:04:10.670000,testA,pit,9
0,W6NCHB,2021-09-24 16:55:20.618,fam-barrier-jump,2021-09-24 16:55:26.409,2021-09-24 16:55:58.855,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:05.791000,0 days 00:00:38.237000,fam,barrier-jump,1
0,W6NCHB,2021-09-24 16:55:20.618,testA-barrier-jump,2021-09-24 16:56:01.903,2021-09-24 16:56:46.956,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:41.285000,0 days 00:01:26.338000,testA,barrier-jump,2
0,W6NCHB,2021-09-24 16:55:20.618,fam-pit,2021-09-24 16:56:52.450,2021-09-24 16:57:23.415,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:01:31.832000,0 days 00:02:02.797000,fam,pit,3
0,W6NCHB,2021-09-24 16:55:20.618,testB-pit,2021-09-24 16:57:25.886,2021-09-24 16:58:10.930,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:02:05.268000,0 days 00:02:50.312000,testB,pit,4
0,W6NCHB,2021-09-24 16:55:20.618,fam-barrier-around,2021-09-24 16:58:25.107,2021-09-24 16:59:03.033,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:04.489000,0 days 00:03:42.415000,fam,barrier-around,5
0,W6NCHB,2021-09-24 16:55:20.618,testB-barrier-around,2021-09-24 16:59:05.825,2021-09-24 16:59:50.882,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:45.207000,0 days 00:04:30.264000,testB,barrier-around,6
0,W6NCHB,2021-09-24 16:55:20.618,fam-pit-bridge,2021-09-24 16:59:55.985,2021-09-24 17:00:25.755,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:35.367000,0 days 00:05:05.137000,fam,pit-bridge,7
0,5Q7cHW,2021-09-24 16:59:57.531,fam-barrier-jump,2021-09-24 17:00:03.214,2021-09-24 17:00:35.643,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:05.683000,0 days 00:00:38.112000,fam,barrier-jump,1
0,W6NCHB,2021-09-24 16:55:20.618,testA-pit-bridge,2021-09-24 17:00:28.200,2021-09-24 17:01:13.274,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:05:07.582000,0 days 00:05:52.656000,testA,pit-bridge,8
0,5Q7cHW,2021-09-24 16:59:57.531,testA-barrier-jump,2021-09-24 17:00:38.340,2021-09-24 17:01:23.407,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:40.809000,0 days 00:01:25.876000,testA,barrier-jump,2
0,5Q7cHW,2021-09-24 16:59:57.531,fam-pit,2021-09-24 17:01:28.737,2021-09-24 17:01:59.729,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:01:31.206000,0 days 00:02:02.198000,fam,pit,3
0,5Q7cHW,2021-09-24 16:59:57.531,testB-pit,2021-09-24 17:02:02.199,2021-09-24 17:02:47.295,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:02:04.668000,0 days 00:02:49.764000,testB,pit,4
0,5Q7cHW,2021-09-24 16:59:57.531,fam-barrier-around,2021-09-24 17:03:16.366,2021-09-24 17:03:54.299,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:18.835000,0 days 00:03:56.768000,fam,barrier-around,5
0,5Q7cHW,2021-09-24 16:59:57.531,testB-barrier-around,2021-09-24 17:03:56.773,2021-09-24 17:04:41.838,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:59.242000,0 days 00:04:44.307000,testB,barrier-around,6
0,5Q7cHW,2021-09-24 16:59:57.531,fam-pit-bridge,2021-09-24 17:04:47.231,2021-09-24 17:05:17.018,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:49.700000,0 days 00:05:19.487000,fam,pit-bridge,7
0,5Q7cHW,2021-09-24 16:59:57.531,testA-pit-bridge,2021-09-24 17:05:19.747,2021-09-24 17:06:04.865,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:05:22.216000,0 days 00:06:07.334000,testA,pit-bridge,8
0,BHZZPE,2021-09-24 18:16:05.017,fam-pit,2021-09-24 18:16:12.904,2021-09-24 18:16:59.020,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:07.887000,0 days 00:00:54.003000,fam,pit,1
0,BHZZPE,2021-09-24 18:16:05.017,fam-pit,2021-09-24 18:17:09.487,2021-09-24 18:17:55.151,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:04.470000,0 days 00:01:50.134000,fam,pit,2
0,BHZZPE,2021-09-24 18:16:05.017,fam-pit,2021-09-24 18:18:08.445,2021-09-24 18:18:53.650,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:03.428000,0 days 00:02:48.633000,fam,pit,3
0,BHZZPE,2021-09-24 18:16:05.017,fam-pit,2021-09-24 18:18:59.309,2021-09-24 18:19:44.585,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:54.292000,0 days 00:03:39.568000,fam,pit,4
0,BHZZPE,2021-09-24 18:16:05.017,fam-pit,2021-09-24 18:19:50.471,2021-09-24 18:20:35.636,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:45.454000,0 days 00:04:30.619000,fam,pit,5
0,BHZZPE,2021-09-24 18:16:05.017,fam-pit,2021-09-24 18:20:41.463,2021-09-24 18:21:18.484,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:36.446000,0 days 00:05:13.467000,fam,pit,6
0,BHZZPE,2021-09-24 18:16:05.017,fam-pit,2021-09-24 18:21:24.490,2021-09-24 18:22:09.739,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:19.473000,0 days 00:06:04.722000,fam,pit,7
0,BHZZPE,2021-09-24 18:16:05.017,fam-pit,2021-09-24 18:22:15.870,2021-09-24 18:23:01.193,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:06:10.853000,0 days 00:06:56.176000,fam,pit,8
0,BHZZPE,2021-09-24 18:16:05.017,testA-pit,2021-09-24 18:23:04.848,2021-09-24 18:23:23.898,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:06:59.831000,0 days 00:07:18.881000,testA,pit,9
0,BHZZPE,2021-09-24 18:16:05.017,testB-pit,2021-09-24 18:23:27.649,2021-09-24 18:23:43.626,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:07:22.632000,0 days 00:07:38.609000,testB,pit,10
0,BHZZPE,2021-09-24 18:16:05.017,testB-pit,2021-09-24 18:23:46.732,2021-09-24 18:24:21.236,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:07:41.715000,0 days 00:08:16.219000,testB,pit,11
0,BHZZPE,2021-09-24 18:16:05.017,testA-pit,2021-09-24 18:24:24.297,2021-09-24 18:24:50.077,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:08:19.280000,0 days 00:08:45.060000,testA,pit,12
0,UGRXDL,2021-09-25 05:12:28.903,fam-barrier-jump,2021-09-25 05:12:34.840,2021-09-25 05:13:07.271,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:05.937000,0 days 00:00:38.368000,fam,barrier-jump,1
0,UGRXDL,2021-09-25 05:12:28.903,testA-barrier-jump,2021-09-25 05:13:10.188,2021-09-25 05:13:55.219,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:41.285000,0 days 00:01:26.316000,testA,barrier-jump,2
0,UGRXDL,2021-09-25 05:12:28.903,fam-pit,2021-09-25 05:14:00.545,2021-09-25 05:14:31.527,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:01:31.642000,0 days 00:02:02.624000,fam,pit,3
0,UGRXDL,2021-09-25 05:12:28.903,testB-pit,2021-09-25 05:14:34.029,2021-09-25 05:15:19.060,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:02:05.126000,0 days 00:02:50.157000,testB,pit,4
0,UGRXDL,2021-09-25 05:12:28.903,fam-barrier-around,2021-09-25 05:15:37.183,2021-09-25 05:16:15.101,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:08.280000,0 days 00:03:46.198000,fam,barrier-around,5
0,UGRXDL,2021-09-25 05:12:28.903,testB-barrier-around,2021-09-25 05:16:17.916,2021-09-25 05:17:02.950,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:49.013000,0 days 00:04:34.047000,testB,barrier-around,6
0,UGRXDL,2021-09-25 05:12:28.903,fam-pit-bridge,2021-09-25 05:17:08.050,2021-09-25 05:17:37.840,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:39.147000,0 days 00:05:08.937000,fam,pit-bridge,7
0,UGRXDL,2021-09-25 05:12:28.903,testA-pit-bridge,2021-09-25 05:17:40.530,2021-09-25 05:18:09.923,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:05:11.627000,0 days 00:05:41.020000,testA,pit-bridge,8
0,UGRXDL,2021-09-25 05:12:28.903,testA-pit-bridge-repeat-1,2021-09-25 05:18:16.102,2021-09-25 05:18:32.752,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:05:47.199000,0 days 00:06:03.849000,testA,pit-bridge-repeat-1,9
0,UGRXDL,2021-09-25 05:12:28.903,testA-pit-bridge-repeat-2,2021-09-25 05:20:05.732,2021-09-25 05:20:50.780,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:07:36.829000,0 days 00:08:21.877000,testA,pit-bridge-repeat-2,10
0,V56UPN,2021-09-26 18:09:15.446,fam-pit,2021-09-26 18:09:20.782,2021-09-26 18:10:05.920,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:05.336000,0 days 00:00:50.474000,fam,pit,1
0,V56UPN,2021-09-26 18:09:15.446,fam-pit,2021-09-26 18:10:10.602,2021-09-26 18:10:55.710,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:55.156000,0 days 00:01:40.264000,fam,pit,2
0,V56UPN,2021-09-26 18:09:15.446,fam-pit,2021-09-26 18:11:00.633,2021-09-26 18:11:45.696,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:45.187000,0 days 00:02:30.250000,fam,pit,3
0,V56UPN,2021-09-26 18:09:15.446,fam-pit,2021-09-26 18:11:50.425,2021-09-26 18:12:35.486,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:34.979000,0 days 00:03:20.040000,fam,pit,4
0,V56UPN,2021-09-26 18:09:15.446,fam-pit,2021-09-26 18:12:40.218,2021-09-26 18:13:25.318,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:24.772000,0 days 00:04:09.872000,fam,pit,5
0,V56UPN,2021-09-26 18:09:15.446,fam-pit,2021-09-26 18:13:30.026,2021-09-26 18:14:15.130,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:14.580000,0 days 00:04:59.684000,fam,pit,6
0,V56UPN,2021-09-26 18:09:15.446,fam-pit,2021-09-26 18:14:20.095,2021-09-26 18:15:05.206,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:04.649000,0 days 00:05:49.760000,fam,pit,7
0,V56UPN,2021-09-26 18:09:15.446,fam-pit,2021-09-26 18:15:09.931,2021-09-26 18:15:55.048,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:54.485000,0 days 00:06:39.602000,fam,pit,8
0,V56UPN,2021-09-26 18:09:15.446,testA-pit,2021-09-26 18:15:57.518,2021-09-26 18:16:15.319,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:06:42.072000,0 days 00:06:59.873000,testA,pit,9
0,V56UPN,2021-09-26 18:09:15.446,testB-pit,2021-09-26 18:16:17.650,2021-09-26 18:17:02.807,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:07:02.204000,0 days 00:07:47.361000,testB,pit,10
0,V56UPN,2021-09-26 18:09:15.446,testB-pit,2021-09-26 18:17:05.048,2021-09-26 18:17:50.182,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:07:49.602000,0 days 00:08:34.736000,testB,pit,11
0,V56UPN,2021-09-26 18:09:15.446,testA-pit,2021-09-26 18:17:52.185,2021-09-26 18:18:37.323,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:08:36.739000,0 days 00:09:21.877000,testA,pit,12
0,QdY3DB,2021-09-26 18:22:15.005,fam-barrier-jump,2021-09-26 18:22:20.425,2021-09-26 18:22:52.901,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:05.420000,0 days 00:00:37.896000,fam,barrier-jump,1
0,U6TFPX,2021-09-26 18:22:40.553,fam-barrier-jump,2021-09-26 18:22:45.485,2021-09-26 18:23:17.954,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:04.932000,0 days 00:00:37.401000,fam,barrier-jump,1
0,QdY3DB,2021-09-26 18:22:15.005,testA-barrier-jump,2021-09-26 18:22:55.860,2021-09-26 18:23:40.978,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:40.855000,0 days 00:01:25.973000,testA,barrier-jump,2
0,U6TFPX,2021-09-26 18:22:40.553,testA-barrier-jump,2021-09-26 18:23:20.204,2021-09-26 18:24:05.255,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:39.651000,0 days 00:01:24.702000,testA,barrier-jump,2
0,QdY3DB,2021-09-26 18:22:15.005,fam-pit,2021-09-26 18:23:46.168,2021-09-26 18:24:17.209,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:01:31.163000,0 days 00:02:02.204000,fam,pit,3
0,U6TFPX,2021-09-26 18:22:40.553,fam-pit,2021-09-26 18:24:10.014,2021-09-26 18:24:41.038,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:01:29.461000,0 days 00:02:00.485000,fam,pit,3
0,QdY3DB,2021-09-26 18:22:15.005,testB-pit,2021-09-26 18:24:19.780,2021-09-26 18:25:04.903,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:02:04.775000,0 days 00:02:49.898000,testB,pit,4
0,U6TFPX,2021-09-26 18:22:40.553,testB-pit,2021-09-26 18:24:43.137,2021-09-26 18:25:28.188,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:02:02.584000,0 days 00:02:47.635000,testB,pit,4
0,QdY3DB,2021-09-26 18:22:15.005,fam-barrier-around,2021-09-26 18:25:14.337,2021-09-26 18:25:52.315,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:02:59.332000,0 days 00:03:37.310000,fam,barrier-around,5
0,QdY3DB,2021-09-26 18:22:15.005,testB-barrier-around,2021-09-26 18:25:54.942,2021-09-26 18:26:40.093,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:39.937000,0 days 00:04:25.088000,testB,barrier-around,6
0,U6TFPX,2021-09-26 18:22:40.553,fam-barrier-around,2021-09-26 18:26:18.023,2021-09-26 18:26:56.003,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:37.470000,0 days 00:04:15.450000,fam,barrier-around,5
0,QdY3DB,2021-09-26 18:22:15.005,fam-pit-bridge,2021-09-26 18:26:45.210,2021-09-26 18:27:15.037,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:30.205000,0 days 00:05:00.032000,fam,pit-bridge,7
0,U6TFPX,2021-09-26 18:22:40.553,testB-barrier-around,2021-09-26 18:26:58.536,2021-09-26 18:27:43.601,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:17.983000,0 days 00:05:03.048000,testB,barrier-around,6
0,QdY3DB,2021-09-26 18:22:15.005,testA-pit-bridge,2021-09-26 18:27:17.650,2021-09-26 18:28:02.855,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:05:02.645000,0 days 00:05:47.850000,testA,pit-bridge,8
0,U6TFPX,2021-09-26 18:22:40.553,fam-pit-bridge,2021-09-26 18:27:49.059,2021-09-26 18:28:18.881,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:05:08.506000,0 days 00:05:38.328000,fam,pit-bridge,7
0,U6TFPX,2021-09-26 18:22:40.553,testA-pit-bridge,2021-09-26 18:28:21.600,2021-09-26 18:29:06.683,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:05:41.047000,0 days 00:06:26.130000,testA,pit-bridge,8
0,U6TFPX,2021-09-26 18:22:40.553,fam-barrier-jump,2021-09-26 18:30:14.164,2021-09-26 18:30:46.652,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:07:33.611000,0 days 00:08:06.099000,fam,barrier-jump,9
0,U6TFPX,2021-09-26 18:22:40.553,testA-barrier-jump,2021-09-26 18:30:49.063,2021-09-26 18:31:34.121,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:08:08.510000,0 days 00:08:53.568000,testA,barrier-jump,10
0,U6TFPX,2021-09-26 18:22:40.553,fam-pit,2021-09-26 18:31:39.262,2021-09-26 18:32:10.305,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:08:58.709000,0 days 00:09:29.752000,fam,pit,11
0,U6TFPX,2021-09-26 18:22:40.553,testB-pit,2021-09-26 18:32:12.749,2021-09-26 18:32:57.819,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:09:32.196000,0 days 00:10:17.266000,testB,pit,12
0,3GSKJ5,2021-09-27 16:15:09.469,fam-pit,2021-09-27 16:15:15.166,2021-09-27 16:16:00.220,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:05.697000,0 days 00:00:50.751000,fam,pit,1
0,3GSKJ5,2021-09-27 16:15:09.469,fam-pit,2021-09-27 16:16:04.839,2021-09-27 16:16:48.284,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:55.370000,0 days 00:01:38.815000,fam,pit,2
